itemID	titleID	item_year	title	subject	taxa_identified	language	pages	BHL_upload
195811	6513	1888	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	275	ENG	454	2016
41820	10289	1914	Report of the Dove Marine Laboratory		251	ENG	150	2009
207335	119063	1907	Bibliography of marine fauna 1846-1900 ... Synopsis of the classification	Marine animals	143	ENG	22	2016
177180	98493	1909	No 13, 5611-5654	Marine biology	0		104	2015
15796	1105	1898	The fur seals and fur-seal islands of the North Pacific ocean		10	ENG	368	2008
177323	98585	1880	Copy b, U. S. Fish Commission dredging records, 1880	Marine invertebrates	0		93	2015
87835	39568	1900	Travaux de la Station zoologique de Wimereux.	Marine biology	653	FRE	586	2009
222662	14699	1900	Wissenschaftliche Meersuntersuchungen.	Marine biology	624	GER	512	2017
102696	48353	1959	Slicks and temperature structure in the sea		1	ENG	40	2010
179103	100019	1944	Distributional list of the west American marine mollusks from San Diego, California, to the Polar Sea.		896	ENG	264	2015
81099	15832	1922	Papers from the Tortugas Laboratory of the Carnegie Institution of Washington.	Marine biology	278	ENG	240	2009
22636	3940	1953	Fishery bulletin. United States Fish and Wildlife Service.		206	ENG	318	2008
201280	115867	1907	Denizens of the deep	Marine animals	103	ENG	232	2016
218133	125462	1877	Hydrographic sheet no. 1413-1414, 1877-1880	Marine invertebrates	0	ENG	1	2017
41484	10543	1884	Manual of conchology, structural and systematic : with illustrations of the species	Marine invertebrates	1849	ENG	558	2009
216816	124532	1871	Hydrographic sheet no. 1110, 1871	Marine invertebrates	0	ENG	1	2017
108784	13261	1867	Les fonds de la mer. Étude sur les particularités nouvelles des régions sous-marines. 	Marine biology	440	FRE	454	2011
43371	11405	1880	Scientific results of the exploration of Alaska by the parties under the charge of W.H. Dall, during the years 1865-1874. On the nudibranchiate Gasterpod Mollusca of the North Pacific Ocean : with special reference to those of Alaska : second part		105	ENG	134	2009
18696	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		62	GER	90	2008
87420	38774	1922	Transactions - The Society of Naval Architects and Marine Engineers.  	Society of Naval Architects and Marine Engineers (	20	ENG	442	2009
116234	55549	1906	The animal life of our seashore. With special reference to the New Jersey coast and the southern shore of Long Island.	Marine animals	245	ENG	170	2012
53132	15711	1913	Marine biological report for the year ended ... and the half year ending ...	Marine biology	97	ENG	94	2009
118189	940	1913	An illustrated flora of the northern United States, Canada and the British possessions : from Newfoundland to the parallel of the southern boundary of Virginia, and from the Atlantic Ocean westward to the 102d meridian		4538	ENG	652	2012
75857	31750	1905	The basses, fresh-water and marine		19	ENG	318	2009
130438	64271	1890	Zur Meeresalgenflora von Süd-Georgien	Marine algae	301	GER	116	2013
85913	38602	1884	Canada at the Great International Fisheries Exhibition, London, 1883 letters from eminent men in England on the standing and management of the Canadian branch of the Great International Fisheries Exhibition, 1883 : also, extracts from papers read and discussions had referring to Canada at the fishery conferences held in London during the great exhibition called on the authority of His Royal Highness, the Prince of Wales.		8	ENG	83	2009
28985	6515	1904	The principal navigations, voyages, traffiques & discoveries of the English nation made by sea or over-land to the remote and farthest distant quarters of the earth at any time within the compasse of these 1600 yeeres		127	ENG	548	2008
206591	118816	1664	Diuerses especes de poissons de mer.	Marine fishes	0	FRE	80	2016
136774	68645	1904	Om algevegetationen ved Faerøernes kyster en plantegeografisk undersøgelse	Marine algae	383	DAN	176	2013
118012	54844	1884	The fisheries and fishery industries of the United States. Prepared through the co-operation of the commissioner of fisheries and the superintendent of the tenth census		1631	ENG	940	2012
47097	13117	1908	Beautiful shells of New Zealand : an illustrated work for amateur collectors of New Zealand marine shells, with directions for collecting and cleaning them		381	ENG	80	2009
241542	142654	1932	Waldo L. Schmitt Papers : color notes, Tortugas, June-August 1932 [transcript].	Marine biology	12	ENG	11	2017
18683	2171	1906	Wissenschaftliche Ergebnisse der Deutschen Tiefsee-Expedition auf dem Dampfer "Valdivia" 1898-1899	Marine animals	627	GER	598	2008
85646	38382	1881	A memoir on the echinodermata of the Arctic Sea to the west of Greenland		23	ENG	123	2009
39784	9671	1819	Narrative of a journey to the shores of the Polar Sea in the years 1819-20-21-22		14	ENG	386	2008
18738	2169	1912	Résultats des campagnes scientifiques accomplies sur son yacht par Albert Ier, prince souverain de Monaco ...	Marine animals	5	FRE	52	2008
165217	87786	1880	The history of the sea : a graphic description of maritime adventures, achievements, explorations, discoveries and inventions ... covering the many centuries of development in science and civilization from the ark to the present time		115	ENG	800	2014
260742	155411	1845	Ocean-work, ancient and modern; or, Evenings on sea and land.		19	ENG	192	2018
247709	39624	1887	Travaux du Laboratoire de Zoologie maritime de Wimereux-Ambleteuse.	Marine biology	249	FRE	308	2018
15856	6206	1921	The Biological bulletin	Marine biology	169	ENG	414	2008
55171	16339	1873	American marine conchology, or, Descriptions of the shells of the Atlantic coast of the United States from Maine to Florida		723	ENG	320	2009
95171	43796	1834	Recherches pour servir a l'histoire naturelle du littoral de la France, ou, Recueil de mémoires sur l'anatomie, la physiologie, la classification et les moeurs des animaux des nos côtes : ouvrage accompagné de planches faites d'après nature	Marine animals	206	FRE	362	2010
15615	989	1887	The fisheries and fishery industries of the United States.		220	ENG	914	2008
99853	45888	1955	Commercial fisheries review.		36	ENG	90	2010
77299	32915	1872	On some remarkable forms of animal life from the great deeps off the Norwegian coast...	Marine animals	215	ENG	238	2009
265240	158440	1949	The sea fishes of Southern Africa. With a message from His Excellency the Governor-General of Moçambique and a foreword by B.F.J. Schonland.		4363	ENG	788	2019
75560	31583	1892	Along the Florida reef.  	Marine animals	52	ENG	298	2009
81147	35786	1915	Deep sea fishing grounds		9	ENG	52	2009
76807	32503	1855	A manual of marine zoology for the British Isles	Marine animals	761	ENG	228	2009
116779	56040	1882	Fish and fisheries of New South Wales. 		707	ENG	326	2012
122955	60422	1808	A journal of the voyages and travels of a corps of discovery under the command of Captain Lewis and Captain Clarke of the army of the United States from the mouth of the river Missouri through the interior parts of North America, to the Pacific Ocean during the years 1804, 1805, & 1806 ... and an account of its inhabitants, soil, climate, curiosities and vegetable and animal productions		5	ENG	408	2012
244345	59808	1873	Voyage d'exploration en Indo-Chine : effectué pendant les années 1866, 1867 et 1868 par une commission française présidée par M. le Capitaine de frégate, Doudart de Lagrée et publié par les ordres du Ministre de la marine sous la direction de M. le Lieutenant de vaisseau, Francis Garnier, avec le concours de M. Delaporte, Lieutenant de vaisseau et de MM. Joubert et Thorel, médecins de la marine, membres de la commission.		79	FRE	626	2018
18660	2169	1900	Résultats des campagnes scientifiques accomplies sur son yacht par Albert Ier, prince souverain de Monaco ...	Marine animals	41	FRE	56	2008
40719	10077	1938	Report of the United States Commissioner of Fisheries for the fiscal year ... with appendixes		323	ENG	496	2009
176673	98194	1885	2526 to 2585, hyd 825 to hyd 862	Marine biology	0		205	2014
229755	133873	1859	Geology of Clydesdale and Arran; embracing also the marine zoology and the flora of Arran, with complete lists of species; notes on the rarer insects of Arran; and notices of its scenery and antiquities.	Marine animals	632	ENG	218	2017
46678	15915	1913	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		10	ENG	52	2009
201495	116018	1873	Glaucus, or, The wonders of the shore	Marine animals	214	ENG	290	2016
95655	6206	1937	The Biological bulletin	Marine biology	526	ENG	638	2010
219319	126375	1841	Fauna Caspio-Caucasia nonnullis observationibus novis	Marine animals	745	LAT	444	2017
54409	15915	1876	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		0	ENG	16	2009
111934	52291	1857	A Review of the documents in relation to the fishery question showing the true source of the concessions to the French contained in the convention of 14th January, 1857.		5	ENG	36	2011
176786	98280	1912	H 5184-5225, d 5785-5797	Marine biology	3		101	2015
87857	38774	1912	Transactions - The Society of Naval Architects and Marine Engineers.  	Society of Naval Architects and Marine Engineers (	28	ENG	734	2009
176560	98100	1902	#5 Hawaiian explorations, dr 3887 - dr 3901, hy 4131 - hy 4163, April 17th - 29th, 1902	Marine biology	0		102	2014
51161	14647	1907	Fishery Board for Scotland. Scientific investigations.		146	ENG	176	2009
18396	6513	1884	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	665	ENG	480	2008
268679	11139	1859	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		3099	ENG	630	2019
16529	1573	1907	The ascidians collected by the United States fisheries bureau steamer Albatross on the coast of California during the summer of 1904		51	ENG	62	2008
79543	34549	1911	The salmon fisheries of the Pacific coast.		16	ENG	198	2009
65182	23987	1920	Polychaetous annelids collected by the United States fisheries steamer "Albatross" in the waters adjacent to the Philippine Islands in 1907-1910		91	ENG	22	2009
45304	11523	1885	Prodromus faunae mediterraneae, sive Descriptio animalium maris Mediterranei incolarum, quam comparata silva rerum quatenus innotuit, adiectis locis et nominibus vulgaribus eorumque auctoribus	Marine animals	4497	LAT	552	2009
71423	28599	1884	The fisheries exhibition literature ...  		222	ENG	592	2009
128572	63145	1911	Life in the sea	Marine biology	36	ENG	176	2013
177090	98447	1881	Vol 2	Marine invertebrates	0		90	2015
29084	6515	1905	The principal navigations, voyages, traffiques & discoveries of the English nation made by sea or over-land to the remote and farthest distant quarters of the earth at any time within the compasse of these 1600 yeeres		552	ENG	502	2008
218129	125458	1877	Hydrographic sheet no. 1370, 1877	Marine invertebrates	0	ENG	2	2017
215834	123719	1933	Whitney South Sea Expedition.		278	ENG	974	2016
256844	152870	1923	Secrets of earth and sea		125	ENG	274	2018
223777	129221	1887	Hydrographic Sheet No. 1794, 1887	Marine invertebrates	0	ENG	3	2017
114755	54175	1893	Fish, fishing and fisheries of Pennsylvania. 		7	ENG	138	2012
97509	44885	1842	Algae Maris Mediterranei et Adriatici : observationes in diagnosin [i.e. diagnosem] specierum et dispositionem generum	Marine algae	247	LAT	188	2010
99637	45888	1952	Commercial fisheries review.		33	ENG	72	2010
64630	23582	1899	The Danish Ingolf-Expedition.  	Marine biology	428	ENG	310	2009
48610	1597	1867	Reise der österreichischen Fregatte Novara um die Erde in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair.	Marine meteorology	246	GER	96	2009
235075	59808	1873	Voyage d'exploration en Indo-Chine : effectué pendant les années 1866, 1867 et 1868 par une commission française présidée par M. le Capitaine de frégate, Doudart de Lagrée et publié par les ordres du Ministre de la marine sous la direction de M. le Lieutenant de vaisseau, Francis Garnier, avec le concours de M. Delaporte, Lieutenant de vaisseau et de MM. Joubert et Thorel, médecins de la marine, membres de la commission.		5	FRE	108	2017
18724	2169	1893	Résultats des campagnes scientifiques accomplies sur son yacht par Albert Ier, prince souverain de Monaco ...	Marine animals	59	FRE	42	2008
45706	6513	1880	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	555	ENG	166	2009
99802	46125	1858	The family aquarium; : or, Aqua vivarium ... being a familiar and complete instructor upon the subject of the construction, fitting-up, stocking, and maintenance of the fluvial and marine aquaria ...		151	ENG	142	2010
55286	16345	1933	The Collecting net.	Marine biology	151	ENG	354	2009
221169	127610	1884	Hydrographic sheet, no. 1606-1607, 1884	Marine invertebrates	0	ENG	1	2017
113455	53451	1891	Early expeditions to the region of Bering Sea and Strait : from the reports and journals of Vitus Ivanovich Bering		108	ENG	254	2011
42722	9064	1916	Journal of the Marine Biological Association of the United Kingdom.	Faune marine	818	ENG	570	2009
176951	98312	1914	Annual report of the Fishery Board for Scotland.		40	ENG	392	2015
73990	30333	1898	Seal and salmon fisheries and general resources of Alaska.  		35	ENG	498	2009
93604	42769	1912	Regulations for the taking or catching of sponges. Hearings before the Committee on the merchant marine and fisheries, House of representatives, on S. 6385		4	ENG	44	2010
57760	18275	1876	Manual of the vertebrates of the northern United States including the district east of the Mississippi River, and north of North Carolina and Tennessee, exclusive of marine species		1157	ENG	356	2009
24135	2168	1896	Den Norske Nordhavs-expedition, 1876-1878	Marine animals	1054	NOR	629	2008
